,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
797,20190506T120000Z,20190506T150000Z,coqjee1p74q32b9m6kr3ib9k6di38b9p70qm6b9i6kp3id1n6gsm6cpmc4@google.com,20190429T221744Z,20190506T233235Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",1,CONFIRMED,Trabalhar Canavieiras,OPAQUE,2019,05,06,2019-05-06,12:00,2019,05,06,2019-05-06,15:00,03:00:00
798,20190506T160000Z,20190506T190000Z,68r6co9p6or66b9o64p62b9k64smabb261ij6b9j74qm4oj66dhjicb664@google.com,20190506T233338Z,20190506T233338Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Consultoria VM,OPAQUE,2019,05,06,2019-05-06,16:00,2019,05,06,2019-05-06,19:00,03:00:00
799,20190507T210000Z,20190507T230000Z,4dk5vm9jiifg6l2fobgf9bid1n@google.com,20190506T115813Z,20190506T233419Z,,0,CONFIRMED,Reunião DIAGJUV,OPAQUE,2019,05,07,2019-05-07,21:00,2019,05,07,2019-05-07,23:00,02:00:00
800,20190513T130000Z,20190513T143000Z,6cpjacr46pgjeb9l75ij6b9kc9i36bb26tj66b9j61im4dr3c4rjgpj16g@google.com,20190508T005845Z,20190508T191244Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Reunião OSAR + Observatório do Recife ,OPAQUE,2019,05,13,2019-05-13,13:00,2019,05,13,2019-05-13,14:30,01:00:30
801,20190509T103000Z,20190509T143000Z,60s3ic1ic9h36bb4c8o6cb9kc8p6abb260qmcb9p6cqj6cj4c9hm6ohl68@google.com,20190505T155930Z,20190509T150004Z,,1,CONFIRMED,Estudar ML,OPAQUE,2019,05,09,2019-05-09,10:30,2019,05,09,2019-05-09,14:30,04:00:00
802,20190511T113000Z,20190511T153000Z,c4sj8opg6tgj2b9gcgr3ab9k70p36b9pcgqm6b9g64rjgphockp36cj364@google.com,20190510T155932Z,20190510T155932Z,,0,CONFIRMED,Mestrado ,OPAQUE,2019,05,11,2019-05-11,11:30,2019,05,11,2019-05-11,15:30,04:00:00
803,20190510T110000Z,20190510T153000Z,64o66p1p65i32b9p6sojib9k60qj6b9pccojcb9oc8o66e3665j38d33cc@google.com,20190510T010619Z,20190510T160007Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Estudar ML,OPAQUE,2019,05,10,2019-05-10,11:00,2019,05,10,2019-05-10,15:30,04:00:30
804,20190512T044500Z,20190512T081500Z,68p62d326or32b9j70o34b9kcoqm8bb1ccrjeb9l68o64chncdgm6dplc8@google.com,20190429T225913Z,20190512T134016Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",1,CONFIRMED,Consultoria Canavieiras ,OPAQUE,2019,05,12,2019-05-12,04:45,2019,05,12,2019-05-12,08:15,03:59:30
805,20190515T213000Z,20190515T233000Z,7kukuqrfedlm2f9tp6soi2agiq0mfq03au8pe6sc1uk265bg43qbdlmauvibd2umrb30,20190514T153513Z,20190514T153521Z,"Auditório Softex Recife\, Rua da Guia\, 142\, Recife\, al\, br\, m",0,CONFIRMED,Analytics e Machine Learning aplicado na manutenção preditiva,TRANSPARENT,2019,05,15,2019-05-15,21:30,2019,05,15,2019-05-15,23:30,02:00:00
806,20190513T160000Z,20190513T210000Z,cdh30pb6ckpj0b9ncli62b9kccpm2bb16oqjcb9h6kp3ap1h6or64dr368@google.com,20190429T225814Z,20190515T144055Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",2,CONFIRMED,Estudar ML,OPAQUE,2019,05,13,2019-05-13,16:00,2019,05,13,2019-05-13,21:00,05:00:00
807,20190514T110000Z,20190514T130000Z,cph3apj56dh6cb9pc8pm4b9k60qm4bb26gsjib9h74rjidj16ksm8ob3cg@google.com,20190515T143927Z,20190515T144056Z,,0,CONFIRMED,Estudar ML,OPAQUE,2019,05,14,2019-05-14,11:00,2019,05,14,2019-05-14,13:00,02:00:00
808,20190516T103000Z,20190516T150000Z,clhj4phk6hijab9gc4om8b9kcph34bb16go66b9n6cp64c9h60qm6dj1co@google.com,20190429T225951Z,20190516T150130Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Estudar ML,OPAQUE,2019,05,16,2019-05-16,10:30,2019,05,16,2019-05-16,15:00,04:59:30
809,20190515T110000Z,20190515T143000Z,chijaopg71h3gbb5chi6cb9k60o64bb271j30b9hchhj8dr3ckr6ae1nck@google.com,20190515T143926Z,20190516T215615Z,,0,CONFIRMED,Projetos OSAR,OPAQUE,2019,05,15,2019-05-15,11:00,2019,05,15,2019-05-15,14:30,03:00:30
810,20190517T180000Z,20190517T210000Z,6ti6coj169gj2bb461gm6b9k60o34bb2cph6cbb468s6ad9mckoj2chj68@google.com,20190517T131922Z,20190517T132026Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar ML,OPAQUE,2019,05,17,2019-05-17,18:00,2019,05,17,2019-05-17,21:00,03:00:00
811,20190517T210000Z,20190517T220000Z,68ojgdb26cpj8b9o64q3gb9kcdhj4bb16orj8b9kchh66cr46ss36opl70@google.com,20190517T132027Z,20190517T132027Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria Sídia ,OPAQUE,2019,05,17,2019-05-17,21:00,2019,05,17,2019-05-17,22:00,01:00:00
812,20190521T102000Z,20190521T142000Z,68pj4cb574qj0bb5cco68b9kc4s3ab9o6ss3abb168s3id9n6lj62c1h74@google.com,20190429T231938Z,20190517T132334Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Consultoria Canavieiras ,OPAQUE,2019,05,21,2019-05-21,10:20,2019,05,21,2019-05-21,14:20,04:00:00
813,20190522T120000Z,20190522T140000Z,74p68e1j61gj0b9p6osm6b9k69ij6b9o6di68b9h6hh32ob56ss36ohlck@google.com,20190429T232350Z,20190517T133415Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",2,CONFIRMED,Reunião Projeto Canavieiras ,OPAQUE,2019,05,22,2019-05-22,12:00,2019,05,22,2019-05-22,14:00,02:00:00
814,20190712T123000Z,20190712T150000Z,5prm555khrtq2og5rfoigsgld0@google.com,20190517T153230Z,20190517T153232Z,,0,CONFIRMED,Reunião PELD-Tams,OPAQUE,2019,07,12,2019-07-12,12:30,2019,07,12,2019-07-12,15:00,02:59:30
815,20190531T120000Z,20190531T140000Z,cco3ic3470sjib9k6pgjcb9kcks3ib9p70omcb9m61j38cj66ko62d9gc4@google.com,20190517T135726Z,20190518T155049Z,"Federal University of Pernambuco UFPE\, Av. Prof. Moraes Rego\, 12",0,CONFIRMED,Reunião PELD-Governança,OPAQUE,2019,05,31,2019-05-31,12:00,2019,05,31,2019-05-31,14:00,02:00:00
816,20190520T160000Z,20190520T200000Z,cpgjachpc8pj6bb26so64b9kccpjgbb26cqjcb9g6gp66dpj6kq30p346g@google.com,20190429T231625Z,20190520T185836Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",1,CONFIRMED,Estudar ML,OPAQUE,2019,05,20,2019-05-20,16:00,2019,05,20,2019-05-20,20:00,04:00:00
817,20190520T113000Z,20190520T150000Z,5irlvl6ma92teeo6j7iji88icj@google.com,20190520T185901Z,20190520T185901Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Projetos OSAR,OPAQUE,2019,05,20,2019-05-20,11:30,2019,05,20,2019-05-20,15:00,03:59:30
818,20190606T100000Z,20190606T150000Z,22kup4soiml117tvh6osjem7rg@google.com,20190521T190350Z,20190521T190350Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,DIAGJUV,OPAQUE,2019,06,06,2019-06-06,10:00,2019,06,06,2019-06-06,15:00,05:00:00
819,20190611T100000Z,20190611T140000Z,coq34opic4o62b9j6kpmcb9kcko3ibb2coqm4b9k6hh62p1mclgmae9j6c@google.com,20190521T193237Z,20190521T193237Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria Canavieiras ,OPAQUE,2019,06,11,2019-06-11,10:00,2019,06,11,2019-06-11,14:00,04:00:00
820,20190614T220000Z,20190615T010000Z,cgp6aohpcdhj4b9o60rm2b9k60s3cbb268o36b9pcpij6e1ic4s32cpnco@google.com,20190521T193605Z,20190521T193605Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,06,14,2019-06-14,22:00,2019,06,15,2019-06-15,01:00,03:00:00
821,20190615T110000Z,20190615T210000Z,6co3ep9iccom2b9m6hh3ab9k6gpj2bb1ckpjibb66sr3gdpl71gj8dhhc4@google.com,20190521T193658Z,20190521T193658Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,06,15,2019-06-15,11:00,2019,06,15,2019-06-15,21:00,10:00:00
822,20190614T180000Z,20190614T220000Z,6co32o9o70o6cbb1cgp38b9kcgomab9o64o68b9o6op38c9n6ksjapb574@google.com,20190521T193805Z,20190521T193837Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,DIAGJUV ,OPAQUE,2019,06,14,2019-06-14,18:00,2019,06,14,2019-06-14,22:00,04:00:00
823,20190616T110000Z,20190616T210000Z,6so3copm6hhm2bb16soj4b9kcoomcb9ocphj0bb270o36dhl75i3ep1kc4@google.com,20190521T194528Z,20190521T194528Z,"Tamandaré\, State of Pernambuco\, 55578-000\, Brazil",0,CONFIRMED,Campo PELD,OPAQUE,2019,06,16,2019-06-16,11:00,2019,06,16,2019-06-16,21:00,10:00:00
824,20190617T110000Z,20190617T210000Z,6tij6c31cop6cbb5c8rjgb9k71i6abb2coqjab9p68qm8eb56cqmcpj268@google.com,20190521T194530Z,20190521T194530Z,"Tamandaré\, State of Pernambuco\, 55578-000\, Brazil",0,CONFIRMED,Campo PELD,OPAQUE,2019,06,17,2019-06-17,11:00,2019,06,17,2019-06-17,21:00,10:00:00
825,20190604T160000Z,20190604T210000Z,6lhjac9m6orj6b9mcli38b9k6goj4bb2clgjcbb66thj6e9o68p3gcpi64@google.com,20190521T195058Z,20190521T195058Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,04,2019-06-04,16:00,2019,06,04,2019-06-04,21:00,05:00:00
826,20190605T160000Z,20190605T210000Z,cgs3ecj3c4ojgb9l68s32b9k6kqm4b9oc9hmabb36kqj4oppc4sj2c9hcc@google.com,20190521T195102Z,20190521T195102Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,05,2019-06-05,16:00,2019,06,05,2019-06-05,21:00,05:00:00
827,20190606T170000Z,20190606T200000Z,cgr32e1j6cs68b9m68rjcb9kc5gm6bb1cop3ab9hc4r66dpk68sjgcj2c4@google.com,20190521T195110Z,20190521T195110Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,06,06,2019-06-06,17:00,2019,06,06,2019-06-06,20:00,03:00:00
828,20190528T120000Z,20190528T130000Z,7aj7gv1skmfqbkk88es2kfpmnk@google.com,20190523T200215Z,20190523T200218Z,,0,CONFIRMED,compesa,OPAQUE,2019,05,28,2019-05-28,12:00,2019,05,28,2019-05-28,13:00,01:00:00
829,20190523T112000Z,20190523T192000Z,6crjcphh6crjcb9p6sr62b9k71j3eb9pc8r3ibb1chgjcphp71i64cpico@google.com,20190522T011243Z,20190524T023928Z,CESAR School,1,CONFIRMED,Estudar ML,OPAQUE,2019,05,23,2019-05-23,11:20,2019,05,23,2019-05-23,19:20,08:00:00
830,20190608T120000Z,20190608T150000Z,6kpjaopn6li68b9i60pj2b9k64o6cb9o71j38b9gcgs36o9kcop6adb660@google.com,20190525T154246Z,20190525T202944Z,"Home Center Ferreira Costa\, R. Cônego Barata\, 275 - Tamarineira\",0,CONFIRMED,Reunião Mob Ativa ,OPAQUE,2019,06,08,2019-06-08,12:00,2019,06,08,2019-06-08,15:00,03:00:00
831,20190525T120000Z,20190525T152000Z,75gj6c1pcosmabb46gsj6b9k6pj3ib9p64pm6b9o6kojccb2cdj34or5cg@google.com,20190525T222331Z,20190525T222331Z,,0,CONFIRMED,Reunião App Mob Ativa ,OPAQUE,2019,05,25,2019-05-25,12:00,2019,05,25,2019-05-25,15:20,03:00:20
832,20190527T190000Z,20190527T194000Z,3tdmnm3006coft0i7j3h0jmscc@google.com,20190525T235433Z,20190525T235434Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Reunião Fernando CIn,OPAQUE,2019,05,27,2019-05-27,19:00,2019,05,27,2019-05-27,19:40,00:00:40
833,20190525T170000Z,20190525T190000Z,2rieqpcadr1b1sj0o8ruoijpbe@google.com,20190526T000040Z,20190526T000040Z,,0,CONFIRMED,Mestrado,OPAQUE,2019,05,25,2019-05-25,17:00,2019,05,25,2019-05-25,19:00,02:00:00
834,20190524T110000Z,20190524T140000Z,7bmpu7or73j7ocdqi3dtsrm0h2@google.com,20190526T000107Z,20190526T000108Z,,0,CONFIRMED,Estudar ML,OPAQUE,2019,05,24,2019-05-24,11:00,2019,05,24,2019-05-24,14:00,03:00:00
835,20190611T160000Z,20190611T210000Z,2vriktbeckh5niejg8f0e4q0j8@google.com,20190526T001049Z,20190526T001050Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,11,2019-06-11,16:00,2019,06,11,2019-06-11,21:00,05:00:00
836,20190612T160000Z,20190612T210000Z,4qs1h7ng74sclntni1dcsl7ufq@google.com,20190526T001100Z,20190526T001100Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,12,2019-06-12,16:00,2019,06,12,2019-06-12,21:00,05:00:00
837,20190613T170000Z,20190613T200000Z,72tk7aq2pa5tt7j0jovv0sfl9e@google.com,20190526T001110Z,20190526T001110Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,06,13,2019-06-13,17:00,2019,06,13,2019-06-13,20:00,03:00:00
838,20190618T160000Z,20190618T210000Z,37pk8o2d9rcqahkhltavdhrn1c@google.com,20190526T001126Z,20190526T001126Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,18,2019-06-18,16:00,2019,06,18,2019-06-18,21:00,05:00:00
839,20190625T160000Z,20190625T210000Z,6nechg1bp5kgtf8i6v1h1etjqc@google.com,20190526T001135Z,20190526T001135Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,25,2019-06-25,16:00,2019,06,25,2019-06-25,21:00,05:00:00
840,20190530T100000Z,20190530T124000Z,74q3adr460rm8bb36cqm8b9k64qmabb168rmcb9j64omccpo60r64opo68@google.com,20190429T233243Z,20190526T001630Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Data SNIS,OPAQUE,2019,05,30,2019-05-30,10:00,2019,05,30,2019-05-30,12:40,02:00:40
841,20190613T210000Z,20190614T010000Z,66a77cjgpdtbg2s3f79gc0blc2@google.com,20190526T002606Z,20190526T002652Z,,2,CONFIRMED,Ler Artigos PELD,OPAQUE,2019,06,13,2019-06-13,21:00,2019,06,14,2019-06-14,01:00,04:00:00
842,20190612T220000Z,20190613T010000Z,2nqfum5vjpd52euj3m0lcuq3dh@google.com,20190526T002556Z,20190526T002721Z,,1,CONFIRMED,Ler Artigos PELD,OPAQUE,2019,06,12,2019-06-12,22:00,2019,06,13,2019-06-13,01:00,03:00:00
843,20190611T220000Z,20190612T010000Z,333aocjcogu908m3bjoto2tn7r@google.com,20190526T002739Z,20190526T002739Z,,0,CONFIRMED,DIAGJUV,OPAQUE,2019,06,11,2019-06-11,22:00,2019,06,12,2019-06-12,01:00,03:00:00
844,20190528T171500Z,20190528T191500Z,1m79p2qgabrnoc97j4793g6sva@google.com,20190526T003255Z,20190526T003323Z,,1,CONFIRMED,Ler Artigos PELD,OPAQUE,2019,05,28,2019-05-28,17:15,2019,05,28,2019-05-28,19:15,02:00:00
845,20190527T100000Z,20190527T140000Z,5jqot5vlkqh4cmu2q1jllcr0tl@google.com,20190526T000801Z,20190528T104827Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",2,CONFIRMED,Mestrado,OPAQUE,2019,05,27,2019-05-27,10:00,2019,05,27,2019-05-27,14:00,04:00:00
846,20190527T160000Z,20190527T182000Z,254nojrsl1opstkj4jnj8tbqnu@google.com,20190528T104905Z,20190528T104905Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",0,CONFIRMED,Estudar ML,OPAQUE,2019,05,27,2019-05-27,16:00,2019,05,27,2019-05-27,18:20,02:00:20
847,20190527T203000Z,20190527T223000Z,0eap5rg39oghgtrrjafq3iqflm@google.com,20190528T104934Z,20190528T104934Z,,0,CONFIRMED,Estudar Computação,OPAQUE,2019,05,27,2019-05-27,20:30,2019,05,27,2019-05-27,22:30,02:00:00
848,20190528T093000Z,20190528T110000Z,0qnvglfla0qpevehvj7da16mit@google.com,20190528T104956Z,20190528T104956Z,,0,CONFIRMED,Mestrado,OPAQUE,2019,05,28,2019-05-28,09:30,2019,05,28,2019-05-28,11:00,01:59:30
849,20190528T213000Z,20190529T003000Z,70sjacpn6ks3cb9ockrm4b9kcksj6bb2c8s66b9kccojgchk6os36o9p70@google.com,20190521T200053Z,20190528T105228Z,,1,CONFIRMED,Ler Artigos PELD,OPAQUE,2019,05,28,2019-05-28,21:30,2019,05,29,2019-05-29,00:30,03:00:00
850,20190609T170000Z,20190609T230000Z,6tgj2dpnchhm2b9ocli32b9kccoj2bb169j36b9p65h38cr268o68dhmco@google.com,20190529T184516Z,20190529T184516Z,,0,CONFIRMED,Role com Clara,OPAQUE,2019,06,09,2019-06-09,17:00,2019,06,09,2019-06-09,23:00,06:00:00
851,20190529T103000Z,20190529T143000Z,6pim2ob5chhj8b9i6so66b9kcdgj4b9p60qm8b9pc4rm2dhh6so36d9jc8@google.com,20190529T193834Z,20190529T193834Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar IA,OPAQUE,2019,05,29,2019-05-29,10:30,2019,05,29,2019-05-29,14:30,04:00:00
852,20190529T171500Z,20190529T191500Z,50rmjnjf5mvem6526pnth81nut@google.com,20190526T003240Z,20190529T194536Z,,1,CONFIRMED,Estudar ML,OPAQUE,2019,05,29,2019-05-29,17:15,2019,05,29,2019-05-29,19:15,02:00:00
853,20190530T130000Z,20190530T150000Z,6lhjce1pclhm2bb26thj0b9k6gojebb174s3cbb264s32dj46sr34d3668@google.com,20190517T153342Z,20190530T141903Z,"Prefeitura do Recife\, Av - Cais do Apolo\, 925 - Recife\, PE\, 50",0,CONFIRMED,Reunião sobre o diagnóstico da condição juvenil - Cláudio,OPAQUE,2019,05,30,2019-05-30,13:00,2019,05,30,2019-05-30,15:00,02:00:00
854,20190531T110000Z,20190531T120000Z,2mjcp84nfihfjrdlmqmqitjn5u@google.com,20190530T204101Z,20190530T204101Z,,0,CONFIRMED,Finalizar PELD,OPAQUE,2019,05,31,2019-05-31,11:00,2019,05,31,2019-05-31,12:00,01:00:00
855,20190604T110000Z,20190604T120000Z,5g1ro6rpldtfje77blj4ggboft@google.com,20190525T235922Z,20190530T204353Z,"Instituto Federal de Pernambuco - Campus Recife\, Av. Prof. Luís F",0,CONFIRMED,OSAR no +CampusIFPE,OPAQUE,2019,06,04,2019-06-04,11:00,2019,06,04,2019-06-04,12:00,01:00:00
856,20190602T120000Z,20190602T140000Z,0aucj7mrrkd1he8aij3b3226ll@google.com,20190526T000301Z,20190530T204414Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,DIAGJUV,OPAQUE,2019,06,02,2019-06-02,12:00,2019,06,02,2019-06-02,14:00,02:00:00
857,20190602T140000Z,20190602T160000Z,0hl5pta38j3s7qpmgcvc5hdmkj@google.com,20190530T204445Z,20190530T204445Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Apresentação IFPE,OPAQUE,2019,06,02,2019-06-02,14:00,2019,06,02,2019-06-02,16:00,02:00:00
858,20190604T120000Z,20190604T150000Z,6sm2m3kbr7drb3k0puppjppnlv@google.com,20190530T204806Z,20190530T204806Z,,0,CONFIRMED,Reunião MV,OPAQUE,2019,06,04,2019-06-04,12:00,2019,06,04,2019-06-04,15:00,03:00:00
859,20190606T210000Z,20190607T010000Z,60o68c1p6sq3gb9j60rjeb9kchi3ibb2clgjgbb668p3aohpclj3epj3cg@google.com,20190521T195329Z,20190530T204935Z,,2,CONFIRMED,Mestrado CIN,OPAQUE,2019,06,06,2019-06-06,21:00,2019,06,07,2019-06-07,01:00,04:00:00
860,20190607T110000Z,20190607T150000Z,64q3apb46kr3gbb46csmcb9kchijeb9ocgqj6b9m68s3ic9mcpgj2oj270@google.com,20190521T192344Z,20190530T205104Z,"Center for Social Sciences (CCSA) - UFPE\, Federal University of P",0,CONFIRMED,Consultoria Canavieiras ,OPAQUE,2019,06,07,2019-06-07,11:00,2019,06,07,2019-06-07,15:00,04:00:00
861,20190531T180000Z,20190531T200000Z,28gs9mh54ep3qdlj18qtee6m6v@google.com,20190530T204301Z,20190530T223528Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,DashPCR,OPAQUE,2019,05,31,2019-05-31,18:00,2019,05,31,2019-05-31,20:00,02:00:00
862,20190605T100000Z,20190605T123000Z,6dim4dpp6spm2bb370o36b9kc8o64bb16li6cbb2c8o3ic1l70q62dhp6c@google.com,20190530T223958Z,20190530T223958Z,,0,CONFIRMED,Mestrado CIN,OPAQUE,2019,06,05,2019-06-05,10:00,2019,06,05,2019-06-05,12:30,02:00:30
863,20190605T123000Z,20190605T143000Z,6pj3ichi6lij0bb375hm8b9kcli32bb16thjcb9n68p38chl6lhj6cb1ck@google.com,20190530T223959Z,20190530T224105Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,dashPCR,OPAQUE,2019,06,05,2019-06-05,12:30,2019,06,05,2019-06-05,14:30,02:00:00
864,20190610T133000Z,20190610T150000Z,2llta2a62d8baas15pkfgkn8ub@google.com,20190530T205324Z,20190530T224219Z,"Prefeitura do Recife\, Av - Cais do Apolo\, 925 - Recife\, PE\, 50",1,CONFIRMED,Reunião DIAGJUV,OPAQUE,2019,06,10,2019-06-10,13:30,2019,06,10,2019-06-10,15:00,01:59:30
865,20190610T103000Z,20190610T133000Z,6tj3eohm6osm4bb56gq3gb9k6cp3eb9pc8qm2b9lc8sjec9lcpgj4phi6g@google.com,20190530T224220Z,20190530T224220Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Mestrado CIN,OPAQUE,2019,06,10,2019-06-10,10:30,2019,06,10,2019-06-10,13:30,03:00:00
866,20190609T120000Z,20190609T150000Z,69imcp9pcpgj8b9lcgp38b9k70r3ebb26cqjgbb6cdhm6p9h60pjid1n74@google.com,20190530T224349Z,20190530T224349Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Estudar ML,OPAQUE,2019,06,09,2019-06-09,12:00,2019,06,09,2019-06-09,15:00,03:00:00
867,20190612T100000Z,20190612T140000Z,c5j6ad9o75im6bb3c8o3ab9k69i62bb16cs3ibb561hm4cb26cpm8dph6k@google.com,20190530T224912Z,20190530T224913Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Mestrado CIN,OPAQUE,2019,06,12,2019-06-12,10:00,2019,06,12,2019-06-12,14:00,04:00:00
868,20190613T100000Z,20190613T130000Z,c5h6cchmc4qm8b9mc9j30b9k6opjabb26som6b9p70sjge9hc4s36pb5c8@google.com,20190521T193517Z,20190530T225001Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria Sídia ,OPAQUE,2019,06,13,2019-06-13,10:00,2019,06,13,2019-06-13,13:00,03:00:00
869,20190619T160000Z,20190619T210000Z,c5j68p9g70rj4b9k64r6ab9k6pijibb169j64b9p6ko6ae9o6dh3ac1n6s@google.com,20190530T225313Z,20190530T225313Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,19,2019-06-19,16:00,2019,06,19,2019-06-19,21:00,05:00:00
870,20190625T160000Z,20190625T210000Z,ccsmacj5coq68b9pcgpjeb9kcgr34b9pcks68bb2c9gj2phh6di3idb6cc@google.com,20190530T225314Z,20190530T225314Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,25,2019-06-25,16:00,2019,06,25,2019-06-25,21:00,05:00:00
871,20190626T160000Z,20190626T210000Z,6phj0d316pgjgbb460pm6b9kc5hmab9o6gpj4b9pckr6aor374o6cp34cc@google.com,20190530T225315Z,20190530T225315Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,06,26,2019-06-26,16:00,2019,06,26,2019-06-26,21:00,05:00:00
872,20190607T163000Z,20190607T203000Z,68qj8ob56cqm2bb260sm6b9k6lh3ab9p64r34b9j64q3co9g71h3gpb46g@google.com,20190530T225536Z,20190530T225536Z,"Center for Social Sciences (CCSA) - UFPE\, Federal University of P",0,CONFIRMED,Mestrado CIN,OPAQUE,2019,06,07,2019-06-07,16:30,2019,06,07,2019-06-07,20:30,04:00:00
873,20190608T180000Z,20190608T210000Z,60q6ae1m6cqm2b9i71j6ab9k6cqj8b9p60qm2b9h6oq64p9p6sq66dpp6o@google.com,20190530T225628Z,20190530T225628Z,,0,CONFIRMED,Mestrado DOCUMENTOS ,OPAQUE,2019,06,08,2019-06-08,18:00,2019,06,08,2019-06-08,21:00,03:00:00
874,20190610T190000Z,20190610T200000Z,ccoj2d1o64o3ibb5cos3cb9kc5gjebb26crmcbb56gpj4cj6cgpm6p1k68@google.com,20190530T225811Z,20190530T225811Z,,0,CONFIRMED,Reunião Cadê a Água? ,OPAQUE,2019,06,10,2019-06-10,19:00,2019,06,10,2019-06-10,20:00,01:00:00
